gsis,season,pg,base,out,age,reunion,player_move,coach_move,moved,base_av,out_av
00-0033090,2024,TE,0.7983870967741935,0.8643617021276596,30,0,0,0,0,0.8794326241134752,0.9290780141843972
00-0033093,2017,DL,0.34394250513347024,0.5383858267716536,24,0,0,0,0,0.2652027027027027,0.4728434504792332
00-0033093,2018,DL,0.5383858267716536,0.35508849557522126,25,0,0,0,0,0.4728434504792332,0.20065789473684212
00-0033093,2019,DL,0.35508849557522126,0.4118257261410788,26,0,0,0,1,0.20065789473684212,0.5718954248366013
00-0033093,2020,DL,0.4118257261410788,0.030815109343936383,27,0,0,0,1,0.5718954248366013,0.20535714285714285
00-0033093,2021,DL,0.030815109343936383,0.13479923518164436,28,0,0,0,1,0.20535714285714285,0.4309859154929577
00-0033093,2022,DL,0.13479923518164436,0.4528301886792453,29,0,0,0,1,0.4309859154929577,0.47674418604651164
00-0033093,2023,DL,0.4528301886792453,0.5439770554493308,30,0,0,0,0,0.47674418604651164,0.7468354430379747
00-0033093,2024,DL,0.5439770554493308,0.6375227686703097,31,0,0,0,0,0.7468354430379747,0.6149253731343284
00-0033094,2018,WR,0.09911242603550297,0.16415662650602408,25,0,0,0,0,0.16964285714285715,0.33884297520661155
00-0033094,2019,WR,0.16415662650602408,0.27662721893491127,26,0,0,0,1,0.33884297520661155,0.07851239669421488
00-0033094,2020,WR,0.27662721893491127,0.3963585434173669,27,0,0,0,1,0.07851239669421488,0.44921875
00-0033096,2017,DL,0.502053388090349,0.6761811023622047,23,0,0,0,0,0.35135135135135137,0.744408945686901
00-0033096,2018,DL,0.6761811023622047,0.8241150442477876,24,0,0,0,0,0.744408945686901,0.5888157894736842
00-0033096,2019,DL,0.8241150442477876,0.8879668049792531,25,0,0,0,0,0.5888157894736842,0.6111111111111112
00-0033096,2020,DL,0.8879668049792531,0.7524850894632207,26,0,0,0,1,0.6111111111111112,0.8303571428571429
00-0033096,2021,DL,0.7524850894632207,0.7868068833652008,27,0,0,0,1,0.8303571428571429,0.30340557275541796
00-0033096,2022,DL,0.7868068833652008,0.7245283018867924,28,1,1,0,1,0.30340557275541796,0.5930232558139535
00-0033096,2023,DL,0.7245283018867924,0.2695984703632887,29,0,0,0,0,0.5930232558139535,0.33544303797468356
00-0033103,2017,DB,0.7637362637362637,0.6753246753246753,22,0,0,0,0,0.6437054631828979,0.9523809523809523
00-0033103,2018,DB,0.6753246753246753,0.24141048824593128,23,0,0,0,0,0.9523809523809523,0.24193548387096775
00-0033106,2017,QB,0.2602040816326531,0.8041237113402062,23,0,0,0,0,0.6027397260273972,0.72
00-0033106,2018,QB,0.8041237113402062,0.9423076923076923,24,0,0,0,0,0.72,0.6891891891891891
00-0033106,2019,QB,0.9423076923076923,0.7074468085106383,25,0,0,0,0,0.6891891891891891,0.7671232876712328
00-0033106,2020,QB,0.7074468085106383,0.7478260869565218,26,0,0,0,0,0.7671232876712328,0.9166666666666666
00-0033106,2021,QB,0.7478260869565218,0.6059322033898306,27,0,0,0,1,0.9166666666666666,0.9294117647058824
00-0033106,2022,QB,0.6059322033898306,0.8232758620689655,28,0,0,0,0,0.9294117647058824,0.9069767441860465
00-0033106,2023,QB,0.8232758620689655,0.9173553719008265,29,0,0,0,0,0.9069767441860465,0.9761904761904762
00-0033106,2024,QB,0.9173553719008265,0.8983050847457628,30,0,0,0,0,0.9761904761904762,0.8
00-0033107,2018,DB,0.6076066790352505,0.5090415913200723,26,0,0,0,0,0.5211640211640212,0.8525345622119815
00-0033107,2019,DB,0.5090415913200723,0.3093587521663778,27,0,0,0,0,0.8525345622119815,0.7574257425742574
00-0033107,2020,DB,0.3093587521663778,0.580895008605852,28,0,0,0,0,0.7574257425742574,0.81353591160221
00-0033107,2021,DB,0.580895008605852,0.483633387888707,29,0,0,0,1,0.81353591160221,0.8695652173913043
00-0033107,2022,DB,0.483633387888707,0.14619377162629757,30,1,1,0,1,0.8695652173913043,0.6620553359683794
00-0033109,2017,DL,0.6078028747433265,0.6122047244094488,24,0,0,0,0,0.6824324324324325,0.549520766773163
00-0033109,2018,DL,0.6122047244094488,0.6869469026548672,25,0,0,0,0,0.549520766773163,0.5263157894736842
00-0033109,2019,DL,0.6869469026548672,0.733402489626556,26,0,0,0,0,0.5263157894736842,0.7826797385620915
00-0033109,2020,DL,0.733402489626556,0.643141153081511,27,0,0,0,1,0.7826797385620915,0.7310267857142857
00-0033109,2021,DL,0.643141153081511,0.887189292543021,28,0,0,0,0,0.7310267857142857,0.8873239436619719
00-0033109,2022,DL,0.887189292543021,0.9358490566037736,29,0,0,0,0,0.8873239436619719,0.8459302325581395
00-0033109,2023,DL,0.9358490566037736,0.8145315487571702,30,0,0,0,1,0.8459302325581395,0.810126582278481
00-0033110,2017,TE,0.23850574712643677,0.6182795698924731,24,0,0,0,0,0.3125,0.8333333333333334
00-0033110,2018,TE,0.6182795698924731,0.7474747474747475,25,0,0,0,0,0.8333333333333334,0.8571428571428571
00-0033110,2019,TE,0.7474747474747475,0.9232804232804233,26,0,0,0,0,0.8571428571428571,0.7761194029850746
00-0033110,2020,TE,0.9232804232804233,0.8142076502732241,27,0,0,0,0,0.7761194029850746,0.9090909090909091
00-0033110,2021,TE,0.8142076502732241,0.9086021505376344,28,0,0,0,0,0.9090909090909091,0.9933774834437086
00-0033110,2022,TE,0.9086021505376344,0.9260204081632653,29,0,0,0,0,0.9933774834437086,0.9782608695652174
00-0033110,2023,TE,0.9260204081632653,0.7446236559139785,30,0,0,0,0,0.9782608695652174,0.9787234042553191
00-0033110,2024,TE,0.7446236559139785,0.5319148936170213,31,0,0,0,0,0.9787234042553191,0.2907801418439716
00-0033111,2017,WR,0.1474164133738602,0.21449704142011836,22,0,0,0,0,0.2191780821917808,0.4017857142857143
00-0033111,2020,WR,0.386094674556213,0.05182072829131653,25,0,0,0,1,0.40082644628099173,0.23046875
00-0033111,2021,WR,0.05182072829131653,0.05466666666666667,26,0,0,0,1,0.23046875,0.48175182481751827
00-0033114,2017,WR,0.016717325227963525,0.10502958579881656,23,0,0,0,0,0.2968036529680365,0.5758928571428571
00-0033114,2021,WR,0.20868347338935575,0.11466666666666667,27,0,0,0,0,0.14453125,0.4233576642335766
00-0033114,2022,WR,0.11466666666666667,0.043909348441926344,28,0,0,0,1,0.4233576642335766,0.3352941176470588
00-0033118,2017,RB,0.41330645161290325,0.733201581027668,23,0,0,0,0,0.7045454545454546,0.9647058823529412
00-0033118,2018,RB,0.733201581027668,0.8877952755905512,24,0,0,0,0,0.9647058823529412,0.8023952095808383
00-0033118,2019,RB,0.8877952755905512,0.8651452282157677,25,0,0,0,1,0.8023952095808383,0.9166666666666666
00-0033118,2020,RB,0.8651452282157677,0.8634615384615385,26,0,0,0,0,0.9166666666666666,0.7801047120418848
00-0033118,2021,RB,0.8634615384615385,0.5929368029739777,27,0,0,0,1,0.7801047120418848,0.2931937172774869
00-0033118,2022,RB,0.5929368029739777,0.6531007751937985,28,0,0,0,1,0.2931937172774869,0.5202312138728323
00-0033119,2018,QB,0.6030927835051546,0.03365384615384615,26,0,0,0,0,0.7066666666666667,0.05405405405405406
00-0033119,2019,QB,0.03365384615384615,0.526595744680851,27,0,0,0,0,0.05405405405405406,0.6027397260273972
00-0033119,2020,QB,0.526595744680851,0.21304347826086956,28,0,0,0,0,0.6027397260273972,0.047619047619047616
00-0033119,2021,QB,0.21304347826086956,0.3432203389830508,29,0,0,0,1,0.047619047619047616,0.4
00-0033119,2022,QB,0.3432203389830508,0.5991379310344828,30,0,0,0,1,0.4,0.43023255813953487
00-0033120,2017,DL,0.44763860369609854,0.7765748031496063,22,0,0,0,0,0.3310810810810811,0.8817891373801917
00-0033120,2018,DL,0.7765748031496063,0.8418141592920354,23,0,0,0,0,0.8817891373801917,0.9671052631578947
00-0033120,2019,DL,0.8418141592920354,0.8340248962655602,24,0,0,0,0,0.9671052631578947,0.9967320261437909
00-0033120,2020,DL,0.8340248962655602,0.7137176938369781,25,0,0,0,0,0.9967320261437909,1.0
00-0033120,2021,DL,0.7137176938369781,0.7533460803059273,26,0,0,0,0,1.0,0.9633802816901409
00-0033120,2022,DL,0.7533460803059273,0.7047169811320755,27,0,0,0,0,0.9633802816901409,0.9476744186046512
00-0033120,2023,DL,0.7047169811320755,0.9082217973231358,28,0,0,0,0,0.9476744186046512,0.9240506329113924
00-0033120,2024,DL,0.9082217973231358,0.5646630236794171,29,0,0,0,0,0.9240506329113924,0.8119402985074626
00-0033121,2018,LB,0.40688775510204084,0.6584415584415585,25,0,0,0,0,0.65,0.28
00-0033121,2019,LB,0.6584415584415585,0.16710875331564987,26,0,0,0,1,0.28,0.11971830985915492
00-0033121,2020,LB,0.16710875331564987,0.8085642317380353,27,0,0,0,1,0.11971830985915492,0.8603351955307262
00-0033122,2017,LB,0.21776155717761558,0.08035714285714286,25,0,0,0,0,0.42033898305084744,0.30833333333333335
00-0033122,2018,LB,0.08035714285714286,0.13636363636363635,26,0,0,0,0,0.30833333333333335,0.7730263157894737
00-0033122,2019,LB,0.13636363636363635,0.17639257294429708,27,0,0,0,1,0.7730263157894737,0.2640845070422535
00-0033122,2020,LB,0.17639257294429708,0.4445843828715365,28,0,0,0,0,0.2640845070422535,0.2681564245810056
00-0033123,2017,DL,0.9804928131416838,0.9803149606299213,22,0,0,0,0,0.8243243243243243,0.9073482428115016
00-0033123,2018,DL,0.9803149606299213,0.8926991150442478,23,0,0,0,0,0.9073482428115016,0.9046052631578947
00-0033123,2019,DL,0.8926991150442478,0.9906639004149378,24,0,0,0,0,0.9046052631578947,0.9509803921568627
00-0033123,2020,DL,0.9906639004149378,0.7186878727634195,25,0,0,0,1,0.9509803921568627,0.7767857142857143
00-0033123,2021,DL,0.7186878727634195,0.9302103250478011,26,0,0,0,1,0.7767857142857143,0.9183098591549296
00-0033123,2022,DL,0.9302103250478011,0.8009433962264151,27,1,1,0,1,0.9183098591549296,0.9040697674418605
00-0033123,2023,DL,0.8009433962264151,0.5229445506692161,28,0,0,0,1,0.9040697674418605,0.9113924050632911
00-0033123,2024,DL,0.5229445506692161,0.06466302367941712,29,0,0,0,1,0.9113924050632911,0.30149253731343284
00-0033124,2020,DB,0.1854419410745234,0.2452667814113597,27,0,0,0,0,0.4146039603960396,0.7009668508287292
00-0033125,2017,LB,0.24209245742092458,0.9145408163265306,24,0,0,0,0,0.4067796610169492,0.9966666666666667
00-0033125,2018,LB,0.9145408163265306,0.8298701298701299,25,0,0,0,0,0.9966666666666667,0.9236363636363636
00-0033125,2019,LB,0.8298701298701299,0.9615384615384616,26,0,0,0,0,0.9236363636363636,0.9894366197183099
00-0033125,2020,LB,0.9615384615384616,0.9534005037783375,27,0,0,0,1,0.9894366197183099,0.9720670391061452
00-0033125,2021,LB,0.9534005037783375,0.7370892018779343,28,0,0,0,1,0.9720670391061452,0.8575851393188855
00-0033125,2022,LB,0.7370892018779343,0.13636363636363635,29,0,0,0,1,0.8575851393188855,0.06269592476489028
00-0033127,2017,WR,0.6580547112462006,0.6405325443786982,23,0,0,0,0,0.91324200913242,0.8258928571428571
00-0033127,2018,WR,0.6405325443786982,0.5858433734939759,24,0,0,0,0,0.8258928571428571,0.8388429752066116
00-0033127,2019,WR,0.5858433734939759,0.727810650887574,25,0,0,0,0,0.8388429752066116,0.8429752066115702
00-0033127,2020,WR,0.727810650887574,0.819327731092437,26,0,0,0,0,0.8429752066115702,0.9375
00-0033129,2017,DL,0.4829683698296837,0.6977040816326531,24,0,0,0,0,0.6722972972972973,0.7731629392971247
00-0033129,2018,DL,0.6977040816326531,0.8532467532467533,25,0,0,0,1,0.7731629392971247,0.7927631578947368
00-0033129,2019,LB,0.8532467532467533,0.6671087533156499,26,0,0,0,0,0.7927631578947368,0.7908496732026143
00-0033129,2020,DL,0.6671087533156499,0.7468513853904282,27,0,0,0,1,0.7908496732026143,0.5558035714285714
00-0033129,2021,DL,0.7468513853904282,0.45892018779342725,28,0,0,0,0,0.5558035714285714,0.4197183098591549
00-0033129,2022,LB,0.45892018779342725,0.5454545454545454,29,1,1,0,1,0.4197183098591549,0.07210031347962383
00-0033131,2017,DL,0.7166324435318275,0.4478346456692913,22,0,0,0,0,0.7837837837837838,0.8115015974440895
00-0033131,2018,DL,0.4478346456692913,0.5685840707964602,23,0,0,0,0,0.8115015974440895,0.805921052631579
00-0033131,2019,DL,0.5685840707964602,0.5383817427385892,24,0,0,0,0,0.805921052631579,0.8725490196078431
00-0033131,2020,DL,0.5383817427385892,0.08648111332007952,25,1,1,0,1,0.8725490196078431,0.7678571428571429
00-0033131,2021,DL,0.08648111332007952,0.8537284894837476,26,0,0,0,1,0.7678571428571429,0.8056338028169014
00-0033131,2022,DL,0.8537284894837476,0.7349056603773585,27,0,0,0,0,0.8056338028169014,0.7354651162790697
00-0033131,2023,DL,0.7349056603773585,0.751434034416826,28,0,0,0,0,0.7354651162790697,0.8291139240506329
00-0033131,2024,DL,0.751434034416826,0.6402550091074681,29,0,0,0,1,0.8291139240506329,0.8567164179104477
00-0033132,2017,DB,0.8745421245421245,0.9777365491651205,24,0,0,0,0,0.6864608076009501,1.0
00-0033132,2018,DB,0.9777365491651205,0.9593128390596745,25,0,0,0,0,1.0,0.9838709677419355
00-0033132,2019,DB,0.9593128390596745,0.902946273830156,26,0,0,0,0,0.9838709677419355,0.9591584158415841
00-0033132,2020,DB,0.902946273830156,0.7762478485370051,27,0,0,0,0,0.9591584158415841,0.9102209944751382
00-0033132,2021,DB,0.7762478485370051,0.9770867430441899,28,0,0,0,0,0.9102209944751382,0.9304347826086956
00-0033132,2022,DB,0.9770867430441899,0.6998269896193772,29,0,0,0,0,0.9304347826086956,0.9169960474308301
00-0033132,2023,DB,0.6998269896193772,0.10636515912897822,30,0,0,0,1,0.9169960474308301,0.9848484848484849
00-0033132,2024,DB,0.10636515912897822,0.955574912891986,31,0,0,0,1,0.9848484848484849,0.9777777777777777
00-0033147,2017,LB,0.4708029197080292,0.8201530612244898,23,0,0,0,0,0.7593220338983051,0.95
00-0033147,2018,LB,0.8201530612244898,0.7415584415584415,24,0,0,0,0,0.95,0.9490909090909091
00-0033147,2019,LB,0.7415584415584415,0.10477453580901856,25,0,0,0,1,0.9490909090909091,0.2992957746478873
00-0033156,2017,DL,0.9414784394250514,0.9635826771653543,22,0,0,0,0,0.8817567567567568,0.9584664536741214
00-0033156,2018,DL,0.9635826771653543,0.6482300884955752,23,0,0,0,0,0.9584664536741214,0.8782894736842105
00-0033156,2019,DL,0.6482300884955752,0.9512448132780082,24,0,0,0,0,0.8782894736842105,1.0
00-0033156,2020,DL,0.9512448132780082,0.9015904572564613,25,0,0,0,0,1.0,0.8772321428571429
00-0033156,2021,LB,0.9015904572564613,0.9550669216061185,26,0,0,0,0,0.8772321428571429,0.7368421052631579
00-0033156,2022,LB,0.9550669216061185,0.5622641509433962,27,0,0,0,0,0.7368421052631579,0.27899686520376177
00-0033156,2023,DL,0.5622641509433962,0.7160611854684512,28,0,0,0,0,0.27899686520376177,0.6772151898734177
00-0033156,2024,DL,0.7160611854684512,0.8087431693989071,29,0,0,0,0,0.6772151898734177,0.6179104477611941
00-0032480,2018,DL,0.6358267716535433,0.29314159292035397,25,0,0,0,0,,
00-0033217,2019,TE,0.351010101010101,0.15079365079365079,26,0,0,0,0,0.2857142857142857,0.23134328358208955
00-0033217,2020,TE,0.15079365079365079,0.7158469945355191,27,0,0,0,0,0.23134328358208955,0.5034965034965035
00-0033217,2021,TE,0.7158469945355191,0.7231182795698925,28,0,0,0,0,0.5034965034965035,0.6357615894039735
00-0033217,2022,TE,0.7231182795698925,0.548469387755102,29,0,0,0,0,0.6357615894039735,0.5869565217391305
00-0033217,2023,TE,0.548469387755102,0.49731182795698925,30,1,0,1,0,0.5869565217391305,0.3120567375886525
00-0033217,2024,TE,0.49731182795698925,0.35904255319148937,31,0,0,0,0,0.3120567375886525,0.3404255319148936
00-0033246,2023,TE,0.49489795918367346,0.4381720430107527,29,0,0,0,0,0.3333333333333333,0.5531914893617021
00-0033246,2024,TE,0.4381720430107527,0.526595744680851,30,0,0,0,0,0.5531914893617021,0.4326241134751773
00-0033251,2019,WR,0.46686746987951805,0.6878698224852071,25,0,0,0,0,0.5165289256198347,0.8140495867768595
00-0033251,2020,WR,0.6878698224852071,0.7142857142857143,26,0,0,0,0,0.8140495867768595,0.83203125
00-0033251,2021,WR,0.7142857142857143,0.6013333333333334,27,0,0,0,0,0.83203125,0.9087591240875912
00-0033251,2022,WR,0.6013333333333334,0.29461756373937675,28,1,1,0,1,0.9087591240875912,0.6078431372549019
00-0033251,2023,WR,0.29461756373937675,0.015492957746478873,29,0,0,0,1,0.6078431372549019,0.5655737704918032
00-0033258,2021,TE,0.23224043715846995,0.005376344086021506,27,0,0,0,0,0.5594405594405595,0.26490066225165565
00-0033275,2021,QB,0.06521739130434782,0.09745762711864407,26,0,0,0,0,0.34523809523809523,0.29411764705882354
00-0033275,2022,QB,0.09745762711864407,0.2543103448275862,27,0,0,0,0,0.29411764705882354,0.4418604651162791
00-0033275,2023,QB,0.2543103448275862,0.1115702479338843,28,0,0,0,1,0.4418604651162791,0.35714285714285715
00-0033280,2018,RB,0.9407114624505929,0.9822834645669292,22,0,0,0,0,0.9529411764705882,1.0
00-0033280,2019,RB,0.9822834645669292,0.9979253112033195,23,0,0,0,0,1.0,1.0
00-0033280,2022,RB,0.7118959107806692,1.0,26,0,0,0,1,0.7853403141361257,0.9826589595375722
00-0033280,2023,RB,1.0,1.0,27,0,0,0,0,0.9826589595375722,0.9939393939393939
00-0033280,2024,RB,1.0,0.40476190476190477,28,0,0,0,0,0.9939393939393939,0.9506172839506173
00-0033281,2018,DB,0.48330241187384043,0.786618444846293,22,0,0,0,0,0.43386243386243384,0.6682027649769585
00-0033281,2019,DB,0.786618444846293,0.9480069324090121,23,0,0,0,0,0.6682027649769585,0.9331683168316832
00-0033281,2020,DB,0.9480069324090121,0.9965576592082617,24,0,0,0,0,0.9331683168316832,0.8770718232044199
00-0033281,2021,DB,0.9965576592082617,0.7258592471358429,25,0,0,0,0,0.8770718232044199,0.991304347826087
00-0033281,2022,DB,0.7258592471358429,0.9636678200692042,26,1,0,1,0,0.991304347826087,0.8992094861660079
00-0033281,2023,DB,0.9636678200692042,0.4120603015075377,27,0,0,0,0,0.8992094861660079,0.5617715617715617
00-0033281,2024,DB,0.4120603015075377,0.9860627177700348,28,0,0,0,0,0.5617715617715617,0.7622222222222222
00-0033282,2018,WR,0.2677514792899408,0.7093373493975904,22,0,0,0,0,0.5133928571428571,0.7148760330578512
00-0033282,2019,WR,0.7093373493975904,0.7884615384615384,23,0,0,0,0,0.7148760330578512,0.9008264462809917
00-0033282,2020,WR,0.7884615384615384,0.8557422969187675,24,0,0,0,0,0.9008264462809917,0.73046875
00-0033282,2021,WR,0.8557422969187675,0.08133333333333333,25,1,1,0,1,0.73046875,0.14233576642335766
00-0033282,2022,WR,0.08133333333333333,0.8087818696883853,26,0,0,0,0,0.14233576642335766,0.7803921568627451
00-0033282,2023,WR,0.8087818696883853,0.7591549295774648,27,0,0,0,0,0.7803921568627451,0.5942622950819673
00-0033282,2024,WR,0.7591549295774648,0.5043227665706052,28,1,1,0,1,0.5942622950819673,0.3944223107569721
00-0033283,2018,LB,0.5242346938775511,0.13246753246753246,23,0,0,0,0,0.37333333333333335,0.3018181818181818
00-0033283,2019,LB,0.13246753246753246,0.610079575596817,24,0,0,0,0,0.3018181818181818,0.24295774647887325
00-0033283,2020,LB,0.610079575596817,0.8942065491183879,25,0,0,0,0,0.24295774647887325,0.36312849162011174
00-0033283,2021,LB,0.8942065491183879,0.8814553990610329,26,0,0,0,0,0.36312849162011174,0.7213622291021672
00-0033283,2022,LB,0.8814553990610329,0.5246753246753246,27,1,0,1,0,0.7213622291021672,0.4169278996865204
00-0033288,2018,TE,0.793010752688172,0.9772727272727273,25,0,0,0,0,0.6136363636363636,0.9548872180451128
00-0033288,2019,TE,0.9772727272727273,0.9894179894179894,26,0,0,0,0,0.9548872180451128,0.9850746268656716
00-0033288,2020,TE,0.9894179894179894,0.7950819672131147,27,0,0,0,0,0.9850746268656716,0.965034965034965
00-0033288,2021,TE,0.7950819672131147,0.9731182795698925,28,0,0,0,0,0.965034965034965,1.0
00-0033288,2022,TE,0.9731182795698925,0.9846938775510204,29,0,0,0,0,1.0,0.9855072463768116
00-0033288,2023,TE,0.9846938775510204,0.9731182795698925,30,0,0,0,0,0.9855072463768116,0.9929078014184397
00-0033288,2024,TE,0.9731182795698925,0.976063829787234,31,0,0,0,0,0.9929078014184397,0.9787234042553191
00-0033292,2018,WR,0.6020710059171598,0.3328313253012048,24,0,0,0,0,0.3482142857142857,0.21487603305785125
00-0033293,2018,RB,0.5237154150197628,0.8090551181102362,24,0,0,0,0,0.34705882352941175,0.6227544910179641
00-0033293,2019,RB,0.8090551181102362,0.9875518672199171,25,0,0,0,0,0.6227544910179641,0.8095238095238095
00-0033293,2020,RB,0.9875518672199171,0.9769230769230769,26,0,0,0,0,0.8095238095238095,0.7905759162303665
00-0033293,2021,RB,0.9769230769230769,0.9516728624535316,27,0,0,0,0,0.7905759162303665,0.7801047120418848
00-0033293,2022,RB,0.9516728624535316,0.9282945736434108,28,0,0,0,0,0.7801047120418848,0.7572254335260116
00-0033293,2023,RB,0.9282945736434108,0.7735042735042735,29,0,0,0,0,0.7572254335260116,0.6848484848484848
00-0033293,2024,RB,0.7735042735042735,0.8961038961038961,30,0,0,0,1,0.6848484848484848,0.9135802469135802
00-0033294,2018,DB,0.04916512059369202,0.11030741410488246,23,0,0,0,0,0.6335978835978836,0.7188940092165899
00-0033294,2019,DB,0.11030741410488246,0.9133448873483535,24,0,0,0,0,0.7188940092165899,0.8551980198019802
00-0033294,2020,DB,0.9133448873483535,0.9225473321858864,25,0,0,0,0,0.8551980198019802,0.9433701657458563
00-0033294,2021,DB,0.9225473321858864,0.8420621931260229,26,0,0,0,0,0.9433701657458563,0.9956521739130435
00-0033294,2022,DB,0.8420621931260229,0.5069204152249135,27,1,0,1,0,0.9956521739130435,0.9920948616600791
00-0033295,2018,RB,0.5079051383399209,0.5255905511811023,24,0,0,0,0,0.2411764705882353,0.8802395209580839
00-0033296,2019,RB,0.19094488188976377,0.06846473029045644,25,0,0,0,0,0.7904191616766467,0.7142857142857143
00-0033296,2020,RB,0.06846473029045644,0.028846153846153848,26,0,0,0,0,0.7142857142857143,0.41361256544502617
00-0033296,2021,RB,0.028846153846153848,0.0687732342007435,27,1,1,0,1,0.41361256544502617,0.4293193717277487
00-0033297,2018,DL,0.14468503937007873,0.125,23,0,0,0,0,0.09584664536741214,0.3355263157894737
00-0033297,2019,DL,0.125,0.47199170124481327,24,0,0,0,0,0.3355263157894737,0.4542483660130719
00-0033297,2020,DL,0.47199170124481327,0.5775347912524851,25,0,0,0,0,0.4542483660130719,0.5714285714285714
00-0033297,2021,DL,0.5775347912524851,0.8718929254302104,26,0,0,0,0,0.5714285714285714,0.6394366197183099
00-0033297,2022,DL,0.8718929254302104,0.6952830188679245,27,0,0,0,1,0.6394366197183099,0.7005813953488372
00-0033297,2023,DL,0.6952830188679245,0.760038240917782,28,0,0,0,0,0.7005813953488372,0.7088607594936709
00-0033297,2024,DL,0.760038240917782,0.6156648451730419,29,0,0,0,0,0.7088607594936709,0.4597014925373134
00-0033302,2018,DB,0.45732838589981445,0.05877034358047016,25,0,0,0,0,0.6296296296296297,0.5691244239631337
00-0033302,2019,DB,0.05877034358047016,0.11178509532062392,26,0,0,0,1,0.5691244239631337,0.7165841584158416
00-0033307,2018,WR,0.3150887573964497,0.6099397590361446,23,0,0,0,0,0.26339285714285715,0.5247933884297521
00-0033307,2019,WR,0.6099397590361446,0.6331360946745562,24,0,0,0,0,0.5247933884297521,0.38016528925619836
00-0033307,2020,WR,0.6331360946745562,0.65406162464986,25,0,0,0,0,0.38016528925619836,0.6796875
00-0033307,2021,WR,0.65406162464986,0.8586666666666667,26,0,0,0,1,0.6796875,0.5364963503649635
00-0033307,2022,WR,0.8586666666666667,0.5453257790368272,27,0,0,0,0,0.5364963503649635,0.43137254901960786
00-0033307,2023,WR,0.5453257790368272,0.6014084507042253,28,0,0,0,0,0.43137254901960786,0.7950819672131147
00-0033307,2024,WR,0.6014084507042253,0.42219020172910665,29,0,0,0,0,0.7950819672131147,0.5976095617529881
00-0033308,2018,RB,0.6264822134387352,0.7933070866141733,23,0,0,0,0,0.40588235294117647,0.3772455089820359
00-0033308,2019,RB,0.7933070866141733,0.6141078838174274,24,0,0,0,0,0.3772455089820359,0.27380952380952384
00-0033308,2020,RB,0.6141078838174274,0.375,25,0,0,0,1,0.27380952380952384,0.17801047120418848
00-0033308,2021,RB,0.375,0.3550185873605948,26,0,0,0,1,0.17801047120418848,0.2094240837696335
00-0033308,2022,RB,0.3550185873605948,0.5310077519379846,27,1,1,0,1,0.2094240837696335,0.4277456647398844
00-0033308,2023,RB,0.5310077519379846,0.43803418803418803,28,0,0,0,0,0.4277456647398844,0.48484848484848486
00-0033319,2023,QB,0.06465517241379311,0.32644628099173556,28,0,0,0,0,0.1511627906976744,0.4880952380952381
00-0033319,2024,QB,0.32644628099173556,0.0635593220338983,29,0,0,0,0,0.4880952380952381,0.025
00-0033336,2019,LB,0.38831168831168833,0.5039787798408488,25,0,0,0,0,0.6036363636363636,0.6549295774647887
00-0033336,2020,LB,0.5039787798408488,0.9735516372795969,26,0,0,0,0,0.6549295774647887,0.946927374301676
00-0033336,2021,LB,0.9735516372795969,0.3955399061032864,27,0,0,0,1,0.946927374301676,0.4086687306501548
00-0033336,2024,LB,0.10540540540540541,0.6497524752475248,30,0,0,0,0,0.5704918032786885,0.7396825396825397
00-0033347,2019,DL,0.034292035398230086,0.36618257261410786,25,0,0,0,0,0.34868421052631576,0.49019607843137253
00-0033347,2022,DL,0.02390057361376673,0.3,28,0,0,0,0,0.38591549295774646,0.39825581395348836
00-0033347,2023,DL,0.3,0.121414913957935,29,0,0,0,0,0.39825581395348836,0.30537974683544306
00-0033357,2019,QB,0.25,0.8465608465608465,29,0,0,0,0,0.4594594594594595,0.3561643835616438
00-0033357,2020,QB,0.8465608465608465,0.5391304347826087,30,0,0,0,0,0.3561643835616438,0.38095238095238093
00-0033357,2021,QB,0.5391304347826087,0.4703389830508475,31,0,0,0,0,0.38095238095238093,0.4235294117647059
00-0033357,2022,TE,0.4703389830508475,0.5043103448275862,32,0,0,0,0,0.4235294117647059,0.4492753623188406
00-0033357,2023,QB,0.5043103448275862,0.8682795698924731,33,0,0,0,0,0.4492753623188406,0.32142857142857145
00-0033357,2024,TE,0.8682795698924731,0.6888297872340425,34,0,0,0,0,0.32142857142857145,0.3333333333333333
00-0033367,2021,WR,0.1134453781512605,0.076,28,0,0,0,0,0.2890625,0.5127737226277372
00-0033375,2019,WR,0.3629518072289157,0.2470414201183432,26,0,0,0,0,0.6900826446280992,0.5888429752066116
00-0033375,2020,WR,0.2470414201183432,0.7549019607843137,27,0,0,0,0,0.5888429752066116,0.80859375
00-0033375,2021,WR,0.7549019607843137,0.7666666666666667,28,0,0,0,0,0.80859375,0.927007299270073
00-0033376,2018,DL,0.191699604743083,0.00984251968503937,24,0,0,0,0,0.10862619808306709,0.08552631578947369
00-0033376,2019,RB,0.00984251968503937,0.006224066390041493,25,0,0,0,0,0.08552631578947369,0.2857142857142857
00-0033376,2020,RB,0.006224066390041493,0.24615384615384617,26,0,0,0,0,0.2857142857142857,0.375
00-0033376,2021,RB,0.24615384615384617,0.19516728624535315,27,0,0,0,0,0.375,0.7172774869109948
00-0033376,2022,RB,0.19516728624535315,0.19573643410852712,28,0,0,0,0,0.7172774869109948,0.8901734104046243
